actual_label,predicted_label,reconstruction_error,flagged_as_anomaly
normal,normal,0.023314366,0
normal,normal,0.006971492,0
normal,normal,0.0021755022,0
normal,normal,0.04472824,0
smurf,normal,0.032287065,0
normal,rootkit,4.254902,1
neptune,neptune,0.53945726,1
normal,normal,0.054028668,0
normal,normal,0.002024139,0
neptune,neptune,0.71568805,1
ipsweep,ipsweep,0.3295688,1
neptune,neptune,0.419165,1
normal,normal,0.0011234211,0
neptune,neptune,0.57592076,1
satan,satan,1.0542761,1
nmap,nmap,0.1656935,1
normal,normal,0.0012095491,0
neptune,neptune,0.63687956,1
normal,normal,0.00051218114,0
ipsweep,ipsweep,0.48378065,1
neptune,neptune,0.6028512,1
normal,normal,0.0045039244,0
normal,normal,0.010860906,0
neptune,neptune,0.63449556,1
normal,normal,0.0008375944,0
neptune,neptune,0.7205117,1
normal,normal,0.0020076716,0
normal,normal,0.0050492473,0
normal,normal,0.0029362915,0
normal,normal,0.0011869716,0
normal,normal,0.0030325525,0
normal,smurf,0.22058487,1
normal,normal,0.0032753393,0
neptune,neptune,0.59352344,1
smurf,smurf,0.18741842,1
normal,normal,0.00051177497,0
normal,normal,0.007687746,0
ipsweep,ipsweep,0.22125824,1
normal,normal,0.029028516,0
neptune,neptune,0.54542124,1
smurf,smurf,0.4580147,1
neptune,neptune,0.7238047,1
normal,normal,0.008710451,0
normal,warezclient,0.066925414,1
normal,normal,0.012022558,0
neptune,neptune,0.7054161,1
neptune,neptune,0.6761029,1
neptune,neptune,0.5343904,1
normal,normal,0.0007912879,0
ipsweep,ipsweep,0.28073522,1
neptune,neptune,0.6892443,1
normal,normal,0.030433044,0
normal,normal,0.00059216324,0
normal,normal,0.0069024255,0
neptune,neptune,0.42195356,1
neptune,neptune,0.5760207,1
neptune,neptune,0.5921206,1
normal,normal,0.0011511024,0
neptune,neptune,0.5962215,1
neptune,neptune,0.5871481,1
neptune,neptune,0.5641694,1
normal,normal,0.0029870453,0
normal,normal,0.00042748867,0
normal,normal,0.0012145026,0
neptune,neptune,0.558348,1
neptune,neptune,0.57748276,1
neptune,neptune,0.7049681,1
normal,normal,0.0005669305,0
portsweep,portsweep,0.65015924,1
normal,normal,0.005489418,0
neptune,neptune,0.5723529,1
normal,normal,0.000740142,0
normal,normal,0.029206688,0
neptune,neptune,0.725938,1
normal,normal,0.0004027957,0
smurf,normal,0.0452792,0
portsweep,portsweep,0.30013725,1
neptune,neptune,0.5770189,1
neptune,neptune,0.34059206,1
normal,normal,0.00049307494,0
neptune,neptune,0.63672495,1
smurf,normal,0.040059835,0
normal,normal,0.05274549,0
normal,normal,0.0038780926,0
normal,normal,0.0021239556,0
smurf,smurf,0.17629237,1
normal,normal,0.032849755,0
normal,normal,0.001345434,0
normal,normal,0.0007524897,0
normal,normal,0.0019901795,0
neptune,neptune,0.5106454,1
normal,normal,0.016951973,0
neptune,neptune,0.34298292,1
normal,portsweep,0.110251725,1
satan,satan,0.61205846,1
normal,normal,0.0056526246,0
teardrop,teardrop,3.6939604,1
normal,back,0.13909455,1
normal,normal,0.016481003,0
warezclient,warezclient,0.16555591,1
normal,normal,0.0010482747,0
normal,normal,0.003709639,0
normal,normal,0.018084908,0
neptune,neptune,0.62784415,1
normal,normal,0.0006281167,0
normal,normal,0.0070560933,0
ipsweep,normal,0.023180598,0
normal,normal,0.002897029,0
neptune,neptune,0.4279624,1
satan,satan,1.3907851,1
neptune,neptune,0.7446942,1
normal,normal,0.009891462,0
neptune,neptune,0.5819889,1
neptune,neptune,0.686338,1
teardrop,teardrop,3.819418,1
satan,satan,0.1356626,1
normal,normal,0.0003480806,0
normal,normal,0.0013546798,0
neptune,neptune,0.59648633,1
ipsweep,ipsweep,0.28476834,1
satan,satan,1.4229689,1
neptune,neptune,0.6962405,1
normal,normal,0.023350257,0
normal,normal,0.00029404383,0
neptune,neptune,0.5026492,1
normal,normal,0.006748135,0
neptune,neptune,0.5881476,1
normal,normal,0.0054389276,0
neptune,neptune,0.5111148,1
neptune,neptune,0.6719839,1
normal,warezclient,0.06344302,1
neptune,neptune,0.62149537,1
normal,normal,0.0011327226,0
normal,normal,0.0015284235,0
neptune,neptune,0.26908416,1
normal,normal,0.0006704745,0
normal,normal,0.05986133,0
neptune,neptune,0.6478929,1
normal,normal,0.0018404026,0
neptune,neptune,0.598591,1
normal,normal,0.025081106,0
normal,normal,0.0010943732,0
normal,normal,0.028236715,0
normal,satan,0.12724362,1
normal,normal,0.005366815,0
neptune,neptune,0.34818137,1
neptune,neptune,0.69144076,1
normal,normal,0.0033093938,0
satan,satan,1.5382361,1
normal,normal,0.0074921157,0
normal,normal,0.0034249902,0
normal,normal,0.010350269,0
normal,normal,0.02116213,0
normal,normal,0.000850265,0
neptune,neptune,0.34823403,1
back,normal,0.06009111,0
normal,normal,0.013606434,0
neptune,neptune,0.5902645,1
normal,normal,0.026905354,0
satan,satan,1.6049618,1
neptune,neptune,0.6781803,1
normal,normal,0.0012399436,0
neptune,neptune,0.5226515,1
neptune,neptune,0.6074157,1
neptune,neptune,0.42401886,1
neptune,neptune,0.5500326,1
normal,normal,0.003136993,0
portsweep,portsweep,0.92072445,1
normal,normal,0.011747312,0
neptune,neptune,0.5751759,1
normal,normal,0.0007384888,0
normal,normal,0.0005327563,0
neptune,neptune,0.6037302,1
normal,normal,0.002790739,0
normal,normal,0.039850835,0
normal,ipsweep,0.21157753,1
normal,normal,0.00065997953,0
satan,satan,0.22522087,1
neptune,neptune,0.4653013,1
neptune,neptune,0.6954602,1
normal,normal,0.008499387,0
neptune,neptune,0.70713425,1
neptune,neptune,0.55600566,1
neptune,neptune,0.3490742,1
normal,normal,0.0007875675,0
neptune,neptune,0.66524965,1
normal,normal,0.003083663,0
normal,normal,0.020715933,0
normal,normal,0.0069116815,0
normal,normal,0.011840994,0
normal,normal,0.00080954377,0
normal,normal,0.0072292746,0
neptune,neptune,0.589534,1
normal,normal,0.003704983,0
satan,satan,1.5406312,1
neptune,neptune,0.56455535,1
normal,normal,0.00053370977,0
normal,normal,0.012482825,0
normal,normal,0.0032528106,0
normal,normal,0.0005173629,0
normal,normal,0.0011923722,0
neptune,neptune,0.43183607,1
normal,normal,0.007277037,0
neptune,neptune,0.6766508,1
satan,satan,1.3160312,1
neptune,neptune,0.7195697,1
smurf,smurf,0.30197278,1
normal,normal,0.0010393588,0
normal,normal,0.00048865745,0
normal,normal,0.0060761464,0
neptune,neptune,0.5775133,1
normal,normal,0.002220415,0
normal,normal,0.0073339,0
normal,normal,0.0005173784,0
normal,normal,0.0060930364,0
normal,normal,0.025668029,0
normal,normal,0.0030830745,0
ipsweep,ipsweep,0.26303995,1
normal,normal,0.0011231623,0
normal,normal,0.0014487604,0
smurf,smurf,0.23136646,1
normal,normal,0.0014276496,0
normal,normal,0.05870144,0
neptune,neptune,0.671496,1
normal,normal,0.005402078,0
neptune,neptune,0.6594921,1
normal,normal,0.040937807,0
neptune,neptune,0.5373389,1
normal,warezclient,0.9454347,1
neptune,neptune,0.41012183,1
normal,warezclient,0.09665621,1
normal,normal,0.018554365,0
neptune,neptune,0.7080781,1
portsweep,portsweep,0.3458249,1
normal,normal,0.0011383757,0
normal,normal,0.00084936275,0
normal,normal,0.006875758,0
neptune,neptune,0.5817028,1
normal,normal,0.003675197,0
normal,normal,0.02483482,0
satan,satan,1.1500676,1
normal,normal,0.0016486106,0
normal,normal,0.00597275,0
normal,normal,0.0120330565,0
portsweep,portsweep,0.15647638,1
neptune,neptune,0.5108638,1
normal,normal,0.0044523776,0
normal,normal,0.0012125848,0
normal,ipsweep,0.08918462,1
normal,normal,0.008277214,0
satan,satan,0.06579046,1
neptune,neptune,0.56850684,1
normal,normal,0.013550203,0
portsweep,portsweep,0.89078814,1
normal,normal,0.012302197,0
normal,normal,0.028281128,0
normal,normal,0.04390642,0
ipsweep,ipsweep,0.26378074,1
satan,satan,0.06809557,1
neptune,neptune,0.5949886,1
normal,normal,0.030151624,0
teardrop,teardrop,3.796381,1
normal,normal,0.004697599,0
neptune,neptune,0.60056305,1
normal,normal,0.021210453,0
neptune,neptune,0.63687444,1
normal,normal,0.0014530869,0
normal,normal,0.00046363502,0
normal,normal,0.018877491,0
normal,normal,0.00052610744,0
neptune,neptune,0.69556946,1
neptune,neptune,0.47215807,1
neptune,neptune,0.7286039,1
ipsweep,ipsweep,0.2899943,1
normal,normal,0.032839496,0
normal,normal,0.00053689023,0
neptune,neptune,0.5841047,1
teardrop,teardrop,3.6928434,1
normal,normal,0.0035579354,0
normal,normal,0.04514498,0
smurf,smurf,0.2937437,1
neptune,neptune,0.5234719,1
satan,satan,1.530343,1
ipsweep,ipsweep,0.07028105,1
neptune,neptune,0.5406464,1
normal,normal,0.0018435324,0
normal,normal,0.0014708925,0
neptune,neptune,0.6064649,1
nmap,normal,0.005803146,0
normal,normal,0.0054969024,0
normal,normal,0.026634213,0
nmap,nmap,0.13215522,1
neptune,neptune,0.4541406,1
normal,normal,0.009875229,0
neptune,neptune,0.7339817,1
normal,warezclient,0.0704096,1
neptune,neptune,0.7185159,1
satan,normal,0.03451414,0
normal,normal,0.001970808,0
normal,normal,0.013596404,0
smurf,smurf,0.18290906,1
normal,warezclient,0.17703219,1
normal,normal,0.0003465361,0
normal,normal,0.00480275,0
neptune,neptune,0.41070184,1
neptune,neptune,0.6317865,1
teardrop,teardrop,3.7210882,1
neptune,neptune,0.5859425,1
neptune,neptune,0.6999323,1
normal,normal,0.008968946,0
normal,normal,0.0015407667,0
neptune,neptune,0.5781973,1
satan,satan,0.06713623,1
neptune,neptune,0.5672175,1
ipsweep,ipsweep,0.32726222,1
normal,normal,0.00612453,0
normal,normal,0.00093442964,0
satan,satan,1.5529184,1
neptune,neptune,0.68157274,1
normal,normal,0.03676255,0
normal,normal,0.0029778662,0
normal,normal,0.0073736836,0
neptune,neptune,0.6626877,1
warezclient,warezclient,0.9913609,1
neptune,neptune,0.6902498,1
neptune,neptune,0.31244877,1
normal,normal,0.0018390532,0
normal,normal,0.0003600338,0
neptune,neptune,0.54127544,1
normal,normal,0.0021059902,0
neptune,neptune,0.57286006,1
normal,normal,0.013346324,0
normal,ipsweep,0.07601159,1
neptune,neptune,0.6417668,1
normal,normal,0.050297864,0
normal,normal,0.0021482152,0
normal,normal,0.009399145,0
normal,normal,0.010202132,0
neptune,neptune,0.68885994,1
normal,normal,0.03596824,0
normal,normal,0.010698308,0
normal,warezclient,0.09458338,1
ipsweep,ipsweep,0.2621588,1
normal,normal,0.000758038,0
satan,satan,1.3559177,1
normal,normal,0.0034380474,0
normal,warezclient,0.13248377,1
neptune,neptune,0.3394476,1
satan,satan,1.2032489,1
neptune,neptune,0.6540882,1
normal,normal,0.0021415665,0
neptune,neptune,0.33079636,1
normal,normal,0.0028557854,0
normal,normal,0.008503013,0
portsweep,portsweep,1.1710346,1
normal,warezclient,0.07366742,1
neptune,neptune,0.65120023,1
normal,normal,0.0107535105,0
normal,normal,0.019463975,0
neptune,neptune,0.7169455,1
warezclient,warezclient,0.17000425,1
normal,normal,0.0033244255,0
normal,normal,0.0035511698,0
neptune,neptune,0.5753439,1
normal,normal,0.0448825,0
normal,normal,0.027320081,0
neptune,neptune,0.7335216,1
normal,normal,0.009152745,0
normal,normal,0.024081578,0
normal,normal,0.035197604,0
neptune,neptune,0.3389292,1
neptune,neptune,0.73244053,1
normal,normal,0.0007562395,0
normal,normal,0.0069345157,0
normal,normal,0.004384303,0
neptune,neptune,0.6751517,1
neptune,neptune,0.6838082,1
normal,normal,0.00060525053,0
normal,normal,0.00043780505,0
normal,back,0.064372815,1
neptune,neptune,0.5616073,1
neptune,neptune,0.5828505,1
neptune,neptune,0.6327726,1
neptune,neptune,0.33748296,1
normal,normal,0.006569546,0
normal,normal,0.0016448557,0
normal,normal,0.0095407,0
normal,normal,0.0025752985,0
neptune,neptune,0.62121,1
normal,ipsweep,0.09809213,1
neptune,neptune,0.68305033,1
normal,normal,0.0026187866,0
neptune,neptune,0.63305753,1
normal,normal,0.002661208,0
portsweep,portsweep,1.5118774,1
portsweep,portsweep,0.6682164,1
normal,normal,0.0010688595,0
back,back,0.08385119,1
normal,normal,0.00619564,0
normal,normal,0.010266341,0
portsweep,portsweep,0.16121455,1
normal,imap,1.7452275,1
normal,ipsweep,0.06292645,1
normal,normal,0.00097398617,0
neptune,neptune,0.45026362,1
normal,normal,0.0073823757,0
neptune,neptune,0.52576816,1
smurf,smurf,0.15948722,1
normal,normal,0.03240995,0
normal,normal,0.0003227387,0
normal,normal,0.035330653,0
normal,normal,0.001620771,0
normal,normal,0.00043780735,0
neptune,neptune,0.44941244,1
ipsweep,ipsweep,0.32311553,1
normal,normal,0.002223014,0
neptune,neptune,0.5717222,1
normal,normal,0.0024214904,0
normal,smurf,0.14777958,1
neptune,neptune,0.6353712,1
normal,normal,0.0008908622,0
normal,normal,0.0063264105,0
neptune,neptune,0.59327936,1
normal,normal,0.0055359676,0
neptune,neptune,0.5488353,1
neptune,neptune,0.58230954,1
neptune,neptune,0.486711,1
normal,normal,0.0010902442,0
normal,normal,0.0048051067,0
normal,satan,0.11580036,1
neptune,neptune,0.52693987,1
neptune,neptune,0.7169937,1
normal,normal,0.0039619845,0
neptune,neptune,0.6894457,1
neptune,neptune,0.74105513,1
neptune,neptune,0.65255713,1
neptune,neptune,0.7186535,1
nmap,nmap,0.5552197,1
satan,satan,0.4580508,1
normal,normal,0.059903514,0
normal,normal,0.01270028,0
neptune,neptune,0.52072525,1
neptune,neptune,0.4533969,1
satan,satan,1.5154563,1
normal,normal,0.000672692,0
neptune,neptune,0.46088925,1
neptune,neptune,0.5700928,1
neptune,neptune,0.43467507,1
normal,normal,0.0055880677,0
smurf,smurf,0.12549786,1
normal,portsweep,0.18718983,1
satan,satan,0.17272343,1
portsweep,portsweep,0.5512946,1
normal,normal,0.0038788381,0
neptune,neptune,0.46272328,1
normal,normal,0.0016804961,0
neptune,neptune,0.55257857,1
normal,normal,0.0019106524,0
neptune,neptune,0.72005546,1
back,normal,0.059117757,0
normal,normal,0.0044136955,0
neptune,neptune,0.32516587,1
neptune,neptune,0.7465321,1
neptune,neptune,0.660486,1
normal,normal,0.003981297,0
satan,satan,0.27234125,1
normal,smurf,0.09457292,1
normal,normal,0.008412394,0
normal,normal,0.002642852,0
nmap,normal,0.008223585,0
normal,normal,0.010029559,0
normal,normal,0.0023211641,0
neptune,neptune,0.33988807,1
normal,normal,0.009289761,0
warezclient,normal,0.027762974,0
normal,normal,0.0032755972,0
normal,normal,0.0011190121,0
normal,normal,0.010710016,0
normal,normal,0.010499335,0
neptune,neptune,0.64348584,1
neptune,neptune,0.61804956,1
neptune,neptune,0.63824916,1
normal,normal,0.005626765,0
normal,normal,0.011954603,0
normal,normal,0.0008375936,0
neptune,neptune,0.67500013,1
neptune,neptune,0.45386982,1
normal,normal,0.012125431,0
neptune,neptune,0.52465016,1
neptune,neptune,0.70210856,1
normal,normal,0.0011352072,0
normal,normal,0.00081122835,0
normal,normal,0.006973464,0
normal,normal,0.0013901797,0
ipsweep,ipsweep,0.27821377,1
normal,normal,0.019106606,0
satan,satan,1.3149345,1
normal,warezclient,0.16732134,1
neptune,neptune,0.48320615,1
normal,normal,0.00090926053,0
neptune,neptune,0.5897328,1
normal,normal,0.0020920394,0
neptune,neptune,0.5832216,1
normal,normal,0.0020281945,0
neptune,neptune,0.3142792,1
neptune,neptune,0.5881435,1
neptune,neptune,0.57543546,1
neptune,neptune,0.70816755,1
normal,normal,0.014739871,0
normal,normal,0.012173273,0
satan,satan,1.0337113,1
normal,normal,0.005518688,0
neptune,neptune,0.6992997,1
neptune,neptune,0.7258404,1
normal,warezclient,0.08274407,1
neptune,neptune,0.59894377,1
satan,satan,0.09094323,1
warezclient,warezclient,0.16764285,1
neptune,neptune,0.66225463,1
teardrop,teardrop,3.7147377,1
normal,nmap,0.0882509,1
normal,normal,0.0019706215,0
neptune,neptune,0.33055523,1
portsweep,portsweep,0.18050729,1
portsweep,portsweep,0.6538072,1
normal,normal,0.034223605,0
neptune,neptune,0.60061014,1
normal,normal,0.0007594386,0
satan,satan,1.2713932,1
neptune,neptune,0.5808388,1
portsweep,portsweep,0.40802887,1
guess_passwd,guess_passwd,1.261281,1
neptune,neptune,0.70447046,1
satan,satan,1.5641127,1
ipsweep,ipsweep,0.29326782,1
normal,normal,0.00722692,0
neptune,neptune,0.61214876,1
neptune,neptune,0.34067097,1
normal,normal,0.00156732,0
normal,normal,0.00038891478,0
normal,normal,0.0005893721,0
back,normal,0.03251817,0
normal,normal,0.0010802358,0
neptune,neptune,0.54274225,1
neptune,neptune,0.5706119,1
guess_passwd,guess_passwd,1.2710338,1
normal,normal,0.032167498,0
ipsweep,ipsweep,0.4288658,1
neptune,neptune,0.58662987,1
normal,normal,0.00084201794,0
portsweep,portsweep,0.17637615,1
normal,normal,0.008775101,0
neptune,neptune,0.5751112,1
normal,normal,0.0073827906,0
normal,normal,0.008012949,0
normal,normal,0.04415097,0
neptune,neptune,0.6900706,1
normal,normal,0.018211992,0
normal,normal,0.00043780528,0
normal,normal,0.019710297,0
neptune,neptune,0.7247565,1
normal,normal,0.0063222256,0
ipsweep,normal,0.033534285,0
normal,normal,0.022560092,0
normal,normal,0.005075896,0
normal,normal,0.002265014,0
normal,normal,0.0046644337,0
normal,warezclient,0.13889515,1
teardrop,teardrop,3.813378,1
normal,normal,0.0014136872,0
neptune,neptune,0.45199725,1
satan,satan,0.11365157,1
normal,normal,0.024223955,0
neptune,neptune,0.5762499,1
normal,normal,0.0005669436,0
neptune,neptune,0.66867626,1
neptune,neptune,0.5392283,1
ipsweep,ipsweep,0.27505532,1
normal,satan,0.2287694,1
neptune,neptune,0.59680396,1
normal,normal,0.027400456,0
normal,normal,0.007906433,0
normal,normal,0.008599812,0
neptune,neptune,0.5302663,1
normal,normal,0.0043935473,0
normal,normal,0.0012858519,0
neptune,neptune,0.66170883,1
neptune,neptune,0.73745745,1
neptune,neptune,0.58792144,1
normal,normal,0.009447968,0
neptune,neptune,0.58786535,1
neptune,neptune,0.59188896,1
neptune,neptune,0.5270334,1
portsweep,portsweep,0.25730532,1
normal,normal,0.000375006,0
neptune,neptune,0.58118945,1
normal,normal,0.032545283,0
normal,normal,0.011409716,0
pod,pod,0.416662,1
neptune,neptune,0.7295368,1
normal,normal,0.0015208998,0
normal,normal,0.005552417,0
portsweep,portsweep,0.49823937,1
normal,normal,0.0027050965,0
neptune,neptune,0.42682517,1
normal,normal,0.0013952575,0
normal,portsweep,1.8027388,1
neptune,neptune,0.58457553,1
normal,normal,0.005086764,0
normal,normal,0.0077454,0
normal,normal,0.012345445,0
neptune,neptune,0.571956,1
normal,normal,0.0034381317,0
back,normal,0.032927006,0
neptune,neptune,0.6422354,1
smurf,smurf,0.30909166,1
neptune,neptune,0.6887376,1
neptune,neptune,0.67135,1
neptune,neptune,0.65101093,1
normal,normal,0.0028073988,0
normal,normal,0.001113874,0
normal,normal,0.011144131,0
normal,normal,0.008701638,0
neptune,neptune,0.5150656,1
neptune,neptune,0.3296517,1
neptune,neptune,0.5949047,1
neptune,neptune,0.6380465,1
ipsweep,ipsweep,0.08028446,1
normal,normal,0.0058916383,0
normal,normal,0.01076102,0
normal,normal,0.006385854,0
normal,normal,0.0013546806,0
neptune,neptune,0.7113137,1
normal,portsweep,0.17431414,1
normal,normal,0.0008754585,0
neptune,neptune,0.52887666,1
neptune,neptune,0.36529627,1
normal,normal,0.0034385673,0
normal,normal,0.009894612,0
normal,normal,0.026702715,0
neptune,neptune,0.7240007,1
normal,normal,0.0048913807,0
normal,normal,0.009164997,0
normal,normal,0.0045447485,0
normal,warezclient,0.12213949,1
normal,normal,0.009357768,0
neptune,neptune,0.4956618,1
normal,rootkit,1.6481286,1
normal,normal,0.0023776365,0
normal,normal,0.0015271679,0
portsweep,portsweep,1.156508,1
normal,normal,0.0016917329,0
neptune,neptune,0.72366637,1
normal,normal,0.0014391321,0
normal,normal,0.01583854,0
neptune,neptune,0.6811835,1
normal,normal,0.0012005562,0
neptune,neptune,0.7001998,1
normal,normal,0.060437385,0
normal,normal,0.055708144,0
neptune,neptune,0.64196724,1
normal,normal,0.0013921736,0
normal,normal,0.010854009,0
neptune,neptune,0.71307117,1
normal,normal,0.003716268,0
satan,satan,1.496205,1
normal,normal,0.0016996812,0
neptune,neptune,0.5894316,1
ipsweep,ipsweep,0.34853768,1
neptune,neptune,0.59070104,1
neptune,neptune,0.64607924,1
normal,normal,0.001495151,0
normal,normal,0.00071581005,0
portsweep,portsweep,0.28845578,1
neptune,neptune,0.3308482,1
normal,normal,0.0014083838,0
neptune,neptune,0.58028394,1
ipsweep,ipsweep,0.41450632,1
normal,normal,0.0007880259,0
normal,normal,0.0028325194,0
normal,normal,0.00039464523,0
neptune,neptune,0.5478113,1
satan,normal,0.03974411,0
normal,normal,0.00054828066,0
smurf,smurf,0.22215183,1
normal,warezclient,0.077673405,1
neptune,neptune,0.6179021,1
ipsweep,ipsweep,0.26653776,1
normal,normal,0.0013930919,0
teardrop,teardrop,3.809529,1
back,normal,0.042744465,0
normal,normal,0.0012945043,0
neptune,neptune,0.6378592,1
normal,normal,0.0008630012,0
normal,normal,0.015509862,0
normal,normal,0.0016525969,0
portsweep,portsweep,1.0464144,1
satan,satan,0.11808078,1
neptune,neptune,0.56547767,1
neptune,neptune,0.52841073,1
normal,normal,0.011924689,0
normal,normal,0.0006592816,0
normal,normal,0.02085308,0
neptune,neptune,0.58905077,1
warezclient,normal,0.04582949,0
normal,normal,0.0025705278,0
normal,normal,0.042408496,0
normal,normal,0.00046166786,0
neptune,neptune,0.6003498,1
normal,normal,0.0012386203,0
neptune,neptune,0.46199152,1
normal,normal,0.011650176,0
neptune,neptune,0.64324373,1
normal,normal,0.0008287639,0
nmap,normal,0.008239967,0
normal,normal,0.002007725,0
normal,satan,0.109170035,1
portsweep,portsweep,0.57648516,1
neptune,neptune,0.66028136,1
normal,normal,0.03164632,0
normal,normal,0.00043411404,0
neptune,neptune,0.6372469,1
normal,normal,0.024988635,0
neptune,neptune,0.718545,1
nmap,nmap,0.13639525,1
neptune,neptune,0.72153807,1
normal,normal,0.0047587114,0
nmap,nmap,0.13581444,1
normal,normal,0.023836786,0
normal,warezclient,0.16460447,1
normal,normal,0.0007401409,0
normal,normal,0.00083773356,0
normal,normal,0.0011921028,0
normal,normal,0.004881847,0
normal,imap,0.25961292,1
neptune,neptune,0.59656876,1
neptune,neptune,0.44422486,1
neptune,neptune,0.69731003,1
normal,normal,0.0012029448,0
neptune,neptune,0.5856245,1
portsweep,portsweep,0.3034205,1
normal,normal,0.006020673,0
normal,warezclient,0.16943617,1
warezclient,normal,0.03974894,0
pod,pod,0.4254914,1
portsweep,portsweep,1.4596106,1
normal,normal,0.006607803,0
neptune,neptune,0.5830198,1
normal,normal,0.009481316,0
neptune,neptune,0.53947794,1
ipsweep,ipsweep,0.30659676,1
normal,normal,0.003878093,0
neptune,neptune,0.5411176,1
normal,normal,0.0101243695,0
normal,neptune,0.10204169,1
neptune,neptune,0.656274,1
ipsweep,ipsweep,0.27254185,1
normal,normal,0.0009281962,0
normal,ipsweep,0.090188324,1
normal,normal,0.0063377,0
smurf,normal,0.04758955,0
neptune,neptune,0.3879481,1
normal,normal,0.023121113,0
satan,satan,0.10526279,1
neptune,neptune,0.6343912,1
neptune,neptune,0.63479406,1
ipsweep,ipsweep,1.0817031,1
normal,normal,0.00036667575,0
normal,normal,0.006552367,0
neptune,neptune,0.58322227,1
normal,normal,0.00087592436,0
smurf,smurf,0.09229701,1
normal,normal,0.0030893907,0
normal,normal,0.00095784594,0
neptune,neptune,0.6760933,1
normal,nmap,0.08227395,1
neptune,neptune,0.5305678,1
neptune,neptune,0.58371764,1
neptune,neptune,0.43790883,1
normal,normal,0.014247543,0
ipsweep,ipsweep,0.28825992,1
neptune,neptune,0.68572193,1
neptune,neptune,0.60205466,1
normal,warezclient,0.08077521,1
normal,normal,0.00050479197,0
neptune,neptune,0.590469,1
nmap,nmap,0.5954944,1
neptune,neptune,0.63904124,1
normal,normal,0.0022726245,0
normal,normal,0.0038231188,0
nmap,nmap,0.14761655,1
neptune,neptune,0.3228179,1
normal,normal,0.0060578724,0
normal,normal,0.00043780965,0
normal,normal,0.0037488188,0
neptune,neptune,0.67114913,1
neptune,neptune,0.5389956,1
normal,normal,0.018612675,0
normal,normal,0.0008378219,0
normal,normal,0.0015251441,0
normal,normal,0.002268743,0
neptune,neptune,0.5930455,1
ipsweep,ipsweep,0.32161433,1
normal,normal,0.001996736,0
neptune,neptune,0.5919245,1
normal,normal,0.0016120767,0
portsweep,portsweep,0.26791316,1
normal,normal,0.0003630407,0
normal,normal,0.006951043,0
normal,normal,0.00169513,0
normal,normal,0.0010311432,0
normal,normal,0.0010688548,0
normal,normal,0.0004615172,0
neptune,neptune,0.6500117,1
ipsweep,ipsweep,0.28347448,1
normal,normal,0.0036224693,0
normal,normal,0.02063622,0
neptune,neptune,0.54974604,1
normal,normal,0.017823119,0
neptune,neptune,0.57983917,1
normal,normal,0.0003496116,0
satan,satan,1.4668019,1
neptune,neptune,0.70928514,1
neptune,neptune,0.46449938,1
neptune,neptune,0.58642125,1
ipsweep,ipsweep,0.2982951,1
normal,normal,0.011692126,0
normal,normal,0.0004179224,0
neptune,neptune,0.72955966,1
neptune,neptune,0.59061,1
normal,normal,0.002736607,0
normal,normal,0.00062890217,0
normal,normal,0.0019774896,0
satan,satan,1.5433996,1
normal,normal,0.010727,0
neptune,neptune,0.7244322,1
normal,normal,0.00053532736,0
neptune,neptune,0.67555153,1
normal,normal,0.005288634,0
normal,normal,0.0011372407,0
neptune,neptune,0.68932563,1
normal,satan,0.112279214,1
normal,normal,0.0006780062,0
normal,normal,0.011424098,0
normal,normal,0.0065673464,0
neptune,neptune,0.70042855,1
normal,normal,0.009426406,0
neptune,neptune,0.52032495,1
normal,normal,0.00077284046,0
normal,normal,0.0038523055,0
neptune,neptune,0.6347174,1
normal,normal,0.00054190063,0
neptune,neptune,0.67389655,1
normal,normal,0.042600792,0
normal,normal,0.014835763,0
neptune,neptune,0.44099712,1
normal,normal,0.0016968219,0
neptune,neptune,0.6400265,1
normal,normal,0.0036093937,0
neptune,neptune,0.58438253,1
portsweep,portsweep,0.37223157,1
normal,normal,0.01237095,0
normal,normal,0.007903042,0
normal,normal,0.0027710279,0
neptune,neptune,0.6495827,1
normal,normal,0.014797504,0
neptune,neptune,0.5522594,1
normal,normal,0.0025944638,0
neptune,neptune,0.65112066,1
neptune,neptune,0.7130675,1
satan,satan,0.064331554,1
neptune,neptune,0.6795514,1
neptune,neptune,0.6497083,1
normal,normal,0.0044726613,0
neptune,neptune,0.65921557,1
normal,normal,0.02053103,0
neptune,neptune,0.6993517,1
normal,normal,0.023088332,0
normal,normal,0.0011125222,0
satan,satan,1.5916651,1
neptune,neptune,0.71748966,1
normal,normal,0.0034398448,0
normal,normal,0.0030918445,0
normal,normal,0.043248694,0
neptune,neptune,0.64669377,1
smurf,normal,0.02973085,0
normal,normal,0.0040463093,0
warezclient,warezclient,0.9885563,1
neptune,neptune,0.58370876,1
neptune,neptune,0.71045196,1
neptune,neptune,0.7088135,1
neptune,neptune,0.6428507,1
normal,normal,0.0057478454,0
normal,normal,0.020736162,0
neptune,neptune,0.7241649,1
neptune,neptune,0.7198379,1
normal,normal,0.053294413,0
neptune,neptune,0.7044644,1
normal,normal,0.014246606,0
satan,satan,0.20917204,1
neptune,neptune,0.6531743,1
neptune,neptune,0.70516586,1
normal,normal,0.005256868,0
normal,normal,0.016235009,0
neptune,neptune,0.64233243,1
normal,satan,0.07145527,1
neptune,neptune,0.57287997,1
neptune,neptune,0.44276494,1
neptune,neptune,0.67959166,1
