actual_label,predicted_label,error,is_anomaly
normal,normal,0.0012417182,0
normal,normal,0.04086597,0
neptune,neptun,0.5595438,1
normal,normal,0.0058926423,0
neptune,neptun,0.53851616,1
normal,normal,0.00222795,0
normal,normal,0.05284348,0
neptune,neptun,0.62658167,1
neptune,neptun,0.5769041,1
normal,normal,0.0015257068,0
normal,normal,0.054669827,0
normal,normal,0.0018110275,0
normal,normal,0.005303715,0
neptune,neptun,0.6527257,1
normal,normal,0.006327971,0
normal,normal,0.0026661973,0
normal,normal,0.04115826,0
normal,normal,0.0010534019,0
neptune,neptun,0.5909659,1
normal,normal,0.051489543,0
normal,normal,0.06454813,0
normal,normal,0.0072882804,0
normal,normal,0.016165614,0
normal,normal,0.00092388806,0
neptune,neptun,0.5094094,1
normal,normal,0.018763674,0
neptune,neptun,0.5162814,1
neptune,neptun,0.69199705,1
neptune,neptun,0.59979856,1
normal,normal,0.056102846,0
neptune,neptun,0.7060727,1
normal,normal,0.011340779,0
neptune,neptun,0.45523682,1
normal,normal,0.0023035232,0
neptune,neptun,0.6642893,1
normal,normal,0.0025402957,0
normal,normal,0.0105573945,0
ipsweep,ipswee,0.235577,1
neptune,neptun,0.63082373,1
neptune,neptun,0.5873995,1
smurf,normal,0.047426887,0
normal,normal,0.0023665011,0
neptune,neptun,0.73678595,1
normal,normal,0.020138891,0
normal,normal,0.0009301856,0
neptune,neptun,0.5197137,1
normal,normal,0.008223139,0
normal,normal,0.0013442051,0
normal,normal,0.01032963,0
normal,normal,0.01846472,0
normal,normal,0.031824797,0
normal,normal,0.0040811957,0
neptune,neptun,0.5545137,1
normal,smurf,0.08935031,1
normal,apache,0.28038695,1
normal,normal,0.046558585,0
normal,normal,0.034147423,0
portsweep,portsw,0.35156924,1
normal,normal,0.0008302156,0
normal,normal,0.0009819219,0
neptune,neptun,0.5978365,1
normal,normal,0.0014666774,0
neptune,neptun,0.6247489,1
normal,normal,0.0018797999,0
normal,normal,0.00085811387,0
teardrop,teardr,3.6943974,1
nmap,normal,0.017643219,0
neptune,neptun,0.60186917,1
normal,normal,0.0011087017,0
normal,normal,0.06497374,0
satan,satan,1.1758608,1
back,normal,0.039714444,0
normal,named,0.108073495,1
satan,satan,1.0654078,1
normal,normal,0.031634983,0
neptune,neptun,0.6862115,1
normal,normal,0.0033501221,0
neptune,neptun,0.7344329,1
normal,normal,0.013769927,0
neptune,neptun,0.58624077,1
neptune,neptun,0.6528673,1
neptune,neptun,0.72603065,1
normal,normal,0.04554171,0
normal,normal,0.014056449,0
neptune,neptun,0.67051333,1
satan,satan,0.3750005,1
normal,normal,0.0011634121,0
normal,normal,0.07899226,0
normal,normal,0.001945757,0
normal,normal,0.071624495,0
normal,normal,0.013772212,0
neptune,neptun,0.32864156,1
neptune,neptun,0.58013743,1
neptune,neptun,0.67289793,1
normal,normal,0.006015099,0
normal,normal,0.0048819683,0
normal,normal,0.0056173704,0
normal,normal,0.00155222,0
normal,normal,0.0071052304,0
neptune,neptun,0.5420565,1
smurf,normal,0.047496993,0
normal,normal,0.00083022576,0
portsweep,portsw,0.30496836,1
normal,normal,0.0021607121,0
satan,satan,1.3021253,1
normal,normal,0.022822117,0
normal,normal,0.0019149606,0
normal,normal,0.0037793843,0
neptune,neptun,0.5253889,1
normal,normal,0.009610213,0
neptune,neptun,0.52298665,1
normal,normal,0.005627495,0
portsweep,portsw,0.42200089,1
normal,normal,0.0005669787,0
normal,normal,0.008069563,0
normal,normal,0.046995405,0
normal,normal,0.0045267874,0
smurf,smurf,0.1661444,1
normal,normal,0.06031359,0
warezclient,warezc,0.118439615,1
neptune,neptun,0.38941666,1
normal,snmpge,0.09466093,1
normal,normal,0.011813407,0
normal,normal,0.033648826,0
neptune,neptun,0.6775073,1
normal,normal,0.0071075247,0
normal,normal,0.005757838,0
normal,apache,0.15766093,1
normal,normal,0.0020249356,0
neptune,neptun,0.38587096,1
neptune,neptun,0.5960215,1
neptune,neptun,0.703325,1
neptune,neptun,0.5962301,1
normal,normal,0.010323939,0
normal,normal,0.010330028,0
normal,normal,0.012599979,0
normal,normal,0.00840362,0
neptune,neptun,0.3888915,1
normal,normal,0.012250216,0
normal,normal,0.028537666,0
normal,normal,0.0024472547,0
neptune,neptun,0.699629,1
normal,smurf,0.14499483,1
normal,normal,0.008267686,0
neptune,neptun,0.53475493,1
normal,normal,0.04143374,0
satan,satan,0.39021292,1
ipsweep,ipswee,0.25191066,1
normal,normal,0.0009817942,0
neptune,neptun,0.5892792,1
normal,normal,0.007717488,0
normal,normal,0.007287295,0
normal,normal,0.051281285,0
neptune,neptun,0.5840538,1
smurf,normal,0.05380495,0
neptune,neptun,0.6577236,1
normal,normal,0.07850638,0
neptune,neptun,0.57705855,1
satan,satan,0.37769842,1
normal,normal,0.004221236,0
normal,normal,0.0008012751,0
normal,normal,0.04548952,0
normal,ipswee,0.2616898,1
normal,normal,0.0012351904,0
normal,normal,0.009423805,0
neptune,neptun,0.6726758,1
normal,normal,0.0011851074,0
normal,normal,0.016482443,0
portsweep,portsw,0.3103815,1
normal,normal,0.0011558287,0
satan,satan,0.13953942,1
normal,normal,0.0060390234,0
normal,normal,0.008569211,0
normal,normal,0.0045630117,0
neptune,neptun,0.5896069,1
neptune,neptun,0.66666794,1
satan,normal,0.058643837,0
neptune,neptun,0.6915053,1
ipsweep,ipswee,0.23003696,1
neptune,neptun,0.71604174,1
normal,normal,0.0045544915,0
normal,normal,0.017590879,0
normal,normal,0.06801192,0
normal,normal,0.03207973,0
neptune,neptun,0.71339536,1
normal,normal,0.010015739,0
normal,normal,0.0008372964,0
normal,normal,0.0029750587,0
normal,normal,0.0013442647,0
normal,normal,0.019271653,0
normal,normal,0.002625902,0
normal,normal,0.02046564,0
neptune,neptun,0.7096449,1
normal,normal,0.018287346,0
normal,normal,0.006898003,0
normal,normal,0.032768488,0
neptune,neptun,0.6425369,1
portsweep,portsw,0.34771287,1
neptune,neptun,0.59025145,1
normal,normal,0.002682697,0
neptune,neptun,0.55114925,1
normal,normal,0.0047308817,0
neptune,neptun,0.41755986,1
normal,normal,0.004271158,0
neptune,neptun,0.52154624,1
normal,normal,0.0021307599,0
neptune,neptun,0.6545666,1
neptune,neptun,0.5797932,1
portsweep,portsw,0.5068106,1
normal,normal,0.0010904738,0
normal,normal,0.0129713155,0
normal,normal,0.02229147,0
normal,normal,0.019926429,0
normal,normal,0.008352182,0
normal,normal,0.0028308097,0
normal,normal,0.0028852287,0
normal,normal,0.0052785664,0
normal,normal,0.011890687,0
neptune,neptun,0.42600837,1
normal,normal,0.05558864,0
neptune,neptun,0.34908852,1
normal,normal,0.020955559,0
normal,normal,0.06979412,0
warezclient,warezc,0.12762864,1
normal,normal,0.0030680245,0
neptune,neptun,0.5853826,1
normal,normal,0.004542402,0
normal,normal,0.041989245,0
normal,normal,0.058403943,0
normal,normal,0.00083004386,0
normal,normal,0.003779386,0
neptune,neptun,0.5903742,1
neptune,neptun,0.31559986,1
normal,normal,0.061633486,0
normal,normal,0.0027432628,0
normal,normal,0.0047063245,0
normal,normal,0.00074392237,0
neptune,neptun,0.65257627,1
normal,normal,0.001586355,0
neptune,neptun,0.6108743,1
normal,normal,0.013000788,0
neptune,neptun,0.66084796,1
normal,normal,0.0017259218,0
neptune,neptun,0.5812674,1
neptune,neptun,0.70144916,1
neptune,neptun,0.6639108,1
normal,normal,0.001611683,0
normal,snmpge,0.109734185,1
normal,normal,0.034510497,0
normal,normal,0.00039570627,0
normal,normal,0.009994771,0
normal,warezc,0.12870255,1
normal,normal,0.020316467,0
normal,normal,0.04104994,0
neptune,neptun,0.30485177,1
normal,normal,0.0012444627,0
normal,normal,0.0010115574,0
normal,normal,0.005546072,0
neptune,neptun,0.5783469,1
neptune,neptun,0.6782428,1
normal,normal,0.0077966843,0
normal,normal,0.009787232,0
neptune,neptun,0.5367134,1
neptune,neptun,0.53704286,1
neptune,neptun,0.6390555,1
neptune,neptun,0.6875856,1
neptune,neptun,0.70270205,1
normal,normal,0.005560515,0
teardrop,teardr,4.274067,1
neptune,neptun,0.3510135,1
normal,normal,0.0037544365,0
normal,normal,0.0022314223,0
normal,normal,0.003210552,0
normal,normal,0.0061208736,0
normal,normal,0.010087946,0
normal,normal,0.0074502425,0
normal,normal,0.06948131,0
neptune,neptun,0.6778164,1
neptune,neptun,0.64935064,1
neptune,neptun,0.6728317,1
neptune,neptun,0.5436673,1
normal,normal,0.03163657,0
normal,normal,0.001558724,0
normal,normal,0.019644583,0
neptune,neptun,0.3732187,1
back,back,0.095274396,1
portsweep,portsw,0.20286429,1
normal,normal,0.0039504664,0
neptune,neptun,0.5439083,1
normal,saint,0.1310368,1
normal,normal,0.0052854232,0
normal,normal,0.00079260714,0
neptune,neptun,0.52012974,1
normal,spy,0.29706332,1
neptune,neptun,0.71142846,1
normal,normal,0.016049266,0
normal,normal,0.012471479,0
normal,normal,0.017381042,0
smurf,smurf,0.084557086,1
smurf,normal,0.035620958,0
normal,normal,0.0016611047,0
portsweep,portsw,0.23075742,1
normal,normal,0.0011386727,0
neptune,neptun,0.66943973,1
normal,normal,0.0075812144,0
neptune,neptun,0.5814974,1
neptune,neptun,0.5449934,1
normal,normal,0.0090823565,0
neptune,neptun,0.61752236,1
normal,normal,0.0012350959,0
normal,snmpge,0.21147336,1
normal,normal,0.0009817624,0
normal,normal,0.014977013,0
neptune,neptun,0.6008393,1
normal,normal,0.009248328,0
portsweep,portsw,0.75234336,1
normal,normal,0.010124825,0
normal,smurf,0.09157474,1
neptune,neptun,0.39179674,1
normal,normal,0.0013134561,0
normal,normal,0.0025003534,0
normal,normal,0.0012350185,0
normal,normal,0.0020199222,0
portsweep,portsw,1.5368493,1
pod,pod,0.42539236,1
normal,normal,0.045639373,0
satan,satan,0.9201362,1
neptune,neptun,0.65782195,1
ipsweep,ipswee,0.25519368,1
neptune,neptun,0.6415621,1
normal,normal,0.0018799973,0
normal,normal,0.012060963,0
neptune,neptun,0.4151628,1
normal,normal,0.0021987204,0
teardrop,teardr,3.733527,1
normal,normal,0.0341475,0
nmap,nmap,0.14587389,1
neptune,neptun,0.65608615,1
neptune,neptun,0.69845855,1
neptune,neptun,0.31901446,1
normal,normal,0.024008151,0
neptune,neptun,0.65984285,1
neptune,neptun,0.69926375,1
normal,normal,0.033414453,0
neptune,neptun,0.64827937,1
neptune,neptun,0.7086697,1
normal,normal,0.033786237,0
normal,normal,0.006113007,0
normal,normal,0.044067584,0
portsweep,portsw,0.604632,1
normal,normal,0.0012256653,0
neptune,neptun,0.69032097,1
neptune,neptun,0.7123927,1
normal,normal,0.06605905,0
satan,satan,1.3583665,1
normal,normal,0.005359176,0
normal,normal,0.038050428,0
satan,satan,0.21079998,1
nmap,nmap,0.62090904,1
neptune,neptun,0.5935819,1
neptune,neptun,0.5863419,1
normal,normal,0.0070125335,0
neptune,neptun,0.7123467,1
normal,normal,0.0010025393,0
neptune,neptun,0.26584163,1
normal,normal,0.002242844,0
nmap,nmap,0.12997203,1
normal,normal,0.010798215,0
normal,normal,0.0009238098,0
neptune,neptun,0.33357832,1
neptune,neptun,0.6010215,1
teardrop,teardr,3.749716,1
normal,normal,0.0009819122,0
normal,normal,0.041738264,0
neptune,neptun,0.75277734,1
normal,normal,0.0012350082,0
normal,normal,0.0022465247,0
normal,warezc,0.10063782,1
normal,normal,0.0024480815,0
neptune,neptun,0.6992049,1
normal,normal,0.012067564,0
neptune,neptun,0.57803977,1
normal,normal,0.015781304,0
neptune,neptun,0.59662163,1
neptune,neptun,0.6691604,1
neptune,neptun,0.5998335,1
smurf,smurf,0.30701792,1
normal,normal,0.002827363,0
neptune,neptun,0.43354216,1
normal,normal,0.00093542674,0
neptune,neptun,0.7015829,1
neptune,neptun,0.67813927,1
neptune,neptun,0.72724485,1
back,normal,0.044211935,0
neptune,neptun,0.6743706,1
neptune,neptun,0.73158747,1
neptune,neptun,0.59697837,1
neptune,neptun,0.67917824,1
normal,normal,0.08147739,0
neptune,neptun,0.6677301,1
neptune,neptun,0.52656,1
normal,normal,0.0072223535,0
neptune,neptun,0.66204727,1
neptune,neptun,0.34150842,1
neptune,neptun,0.58065623,1
neptune,neptun,0.5834972,1
normal,normal,0.012716182,0
normal,normal,0.03474574,0
normal,normal,0.0019163329,0
neptune,neptun,0.5969741,1
normal,normal,0.000897051,0
ipsweep,ipswee,0.23254046,1
normal,normal,0.0026361363,0
normal,normal,0.00522943,0
normal,normal,0.00080218434,0
normal,normal,0.0028864637,0
normal,normal,0.005278624,0
normal,normal,0.0013136811,0
normal,normal,0.00417284,0
neptune,neptun,0.38544822,1
neptune,neptun,0.59585214,1
normal,normal,0.003822023,0
neptune,neptun,0.6666682,1
satan,satan,0.25864577,1
normal,ps,0.1602575,1
normal,normal,0.0022891073,0
neptune,neptun,0.65501344,1
neptune,neptun,0.5939735,1
portsweep,portsw,0.7032797,1
neptune,neptun,0.702752,1
normal,normal,0.00039820164,0
normal,normal,0.05017979,0
normal,normal,0.0707854,0
normal,normal,0.008544182,0
neptune,neptun,0.5306218,1
ipsweep,ipswee,0.3669244,1
normal,normal,0.0018162049,0
back,normal,0.062266275,0
neptune,neptun,0.6067484,1
normal,normal,0.01689813,0
normal,normal,0.018664002,0
neptune,neptun,0.5987029,1
normal,normal,0.0015903462,0
neptune,neptun,0.6501566,1
normal,normal,0.032940168,0
neptune,neptun,0.58047605,1
neptune,neptun,0.44517794,1
normal,normal,0.0014666142,0
normal,normal,0.012162913,0
normal,normal,0.004695253,0
normal,normal,0.0017430057,0
normal,normal,0.001157726,0
normal,normal,0.007889791,0
normal,ipswee,0.0845367,1
neptune,neptun,0.6371825,1
normal,snmpge,0.14930703,1
neptune,neptun,0.703558,1
neptune,neptun,0.3628703,1
normal,normal,0.0020189255,0
normal,normal,0.0071186186,0
normal,normal,0.01616989,0
normal,normal,0.00072842726,0
normal,normal,0.003134648,0
neptune,neptun,0.67647344,1
neptune,neptun,0.55148387,1
neptune,neptun,0.6941629,1
neptune,neptun,0.51830494,1
neptune,neptun,0.5192086,1
normal,normal,0.018731857,0
normal,normal,0.0016174257,0
normal,normal,0.027421461,0
normal,normal,0.00446348,0
neptune,neptun,0.63719296,1
normal,normal,0.0026233199,0
normal,normal,0.0035495416,0
normal,normal,0.009651769,0
nmap,nmap,0.13136104,1
satan,satan,0.9568076,1
neptune,neptun,0.5845124,1
neptune,neptun,0.67174965,1
normal,normal,0.0021939636,0
neptune,neptun,0.58511424,1
normal,normal,0.04294046,0
normal,portsw,0.19368795,1
neptune,neptun,0.69211733,1
normal,normal,0.004575255,0
neptune,neptun,0.690098,1
ipsweep,normal,0.07279478,0
warezclient,normal,0.05991405,0
neptune,neptun,0.68067634,1
normal,normal,0.037070442,0
neptune,neptun,0.58866334,1
neptune,neptun,0.554733,1
ipsweep,ipswee,0.42090693,1
normal,normal,0.009118748,0
normal,normal,0.0005633185,0
normal,normal,0.04625473,0
neptune,neptun,0.5424642,1
normal,normal,0.0010605743,0
normal,normal,0.0008841528,0
satan,satan,1.326667,1
portsweep,portsw,0.2803082,1
neptune,neptun,0.5664364,1
normal,mscan,0.14164552,1
normal,mscan,0.21789761,1
normal,normal,0.010947966,0
neptune,neptun,0.6050411,1
teardrop,teardr,3.8343232,1
normal,normal,0.0007050157,0
normal,normal,0.008394912,0
neptune,neptun,0.35827062,1
normal,normal,0.00074925565,0
normal,nmap,0.085786626,1
smurf,smurf,0.23798528,1
normal,normal,0.008404963,0
normal,normal,0.0009819325,0
normal,normal,0.0020835267,0
normal,normal,0.0016512298,0
ipsweep,ipswee,0.35230306,1
neptune,neptun,0.6873656,1
neptune,neptun,0.58118963,1
normal,normal,0.0011388459,0
normal,normal,0.005910497,0
normal,normal,0.002573584,0
normal,normal,0.0015309142,0
neptune,neptun,0.59100467,1
normal,normal,0.0005839526,0
normal,normal,0.00982638,0
normal,normal,0.010161032,0
neptune,neptun,0.7239239,1
neptune,neptun,0.6641084,1
ipsweep,ipswee,0.23743472,1
neptune,neptun,0.3100194,1
normal,normal,0.04535088,0
neptune,neptun,0.4298573,1
neptune,neptun,0.68007135,1
smurf,smurf,0.55645293,1
normal,normal,0.015340738,0
neptune,neptun,0.6730415,1
normal,normal,0.0026393093,0
normal,normal,0.00080435496,0
neptune,neptun,0.5117873,1
neptune,neptun,0.7289816,1
normal,normal,0.0009184236,0
normal,normal,0.013874692,0
neptune,neptun,0.326243,1
normal,normal,0.0011252238,0
normal,normal,0.0017675832,0
portsweep,portsw,0.57471263,1
neptune,neptun,0.73953336,1
neptune,neptun,0.7284401,1
normal,normal,0.0642321,0
normal,normal,0.0026796309,0
neptune,neptun,0.7311015,1
neptune,neptun,0.538392,1
normal,normal,0.00096319214,0
neptune,neptun,0.7130567,1
normal,normal,0.0016337321,0
normal,normal,0.0030098434,0
neptune,neptun,0.58129066,1
normal,ps,0.21932144,1
neptune,neptun,0.65409344,1
neptune,neptun,0.55739003,1
neptune,neptun,0.6722073,1
normal,normal,0.025297513,0
warezmaster,normal,0.050546598,0
neptune,neptun,0.584744,1
neptune,neptun,0.5828129,1
neptune,neptun,0.6812659,1
ipsweep,ipswee,0.94774705,1
normal,normal,0.0070501086,0
normal,normal,0.080686234,0
neptune,neptun,0.32868743,1
normal,normal,0.0019912329,0
normal,normal,0.0041801063,0
neptune,neptun,0.66772264,1
neptune,neptun,0.59322035,1
normal,normal,0.006147004,0
normal,normal,0.0012733332,0
normal,normal,0.0074815406,0
neptune,neptun,0.63525486,1
normal,normal,0.0016725173,0
portsweep,portsw,0.22860289,1
neptune,neptun,0.70791554,1
neptune,neptun,0.68447393,1
normal,normal,0.0017341126,0
portsweep,portsw,0.34672883,1
neptune,neptun,0.6454625,1
ipsweep,ipswee,0.27877194,1
neptune,neptun,0.7296548,1
ipsweep,ipswee,0.23617058,1
normal,normal,0.04881249,0
normal,normal,0.008782453,0
normal,normal,0.0010634937,0
normal,normal,0.0013442261,0
normal,normal,0.046099093,0
normal,normal,0.008674345,0
neptune,neptun,0.69259965,1
neptune,neptun,0.6519409,1
normal,normal,0.04441453,0
ipsweep,normal,0.062511414,0
normal,normal,0.003802692,0
neptune,neptun,0.6870247,1
neptune,neptun,0.59303296,1
normal,normal,0.0010779487,0
normal,normal,0.0015146686,0
normal,normal,0.029495904,0
neptune,neptun,0.5819748,1
neptune,neptun,0.71659446,1
ipsweep,normal,0.050883766,0
normal,normal,0.0023750272,0
normal,ipswee,0.09477224,1
ipsweep,ipswee,0.9372902,1
normal,normal,0.0024625885,0
normal,normal,0.0031770216,0
neptune,neptun,0.7136085,1
neptune,neptun,0.7376173,1
smurf,smurf,0.13741429,1
neptune,neptun,0.7154781,1
neptune,neptun,0.5919407,1
normal,normal,0.0009912627,0
neptune,neptun,0.66484374,1
neptune,neptun,0.63055533,1
neptune,neptun,0.6916543,1
normal,normal,0.0045387647,0
normal,normal,0.010204684,0
normal,normal,0.0009597849,0
neptune,neptun,0.43960974,1
neptune,neptun,0.6170433,1
neptune,neptun,0.59296644,1
neptune,neptun,0.6130601,1
normal,phf,0.10667874,1
neptune,neptun,0.6993053,1
normal,normal,0.017980224,0
neptune,neptun,0.7096203,1
normal,normal,0.0014199325,0
normal,normal,0.0004445061,0
neptune,neptun,0.6946381,1
neptune,neptun,0.70528513,1
ipsweep,ipswee,0.25665843,1
normal,normal,0.0014296108,0
neptune,neptun,0.73307145,1
normal,normal,0.0019365724,0
satan,satan,0.78549445,1
portsweep,portsw,0.19729382,1
ipsweep,ipswee,0.22830816,1
neptune,neptun,0.56790674,1
neptune,neptun,0.68172497,1
normal,normal,0.00972828,0
ipsweep,ipswee,0.2382299,1
neptune,neptun,0.5872388,1
normal,normal,0.005581015,0
warezclient,warezc,0.13570634,1
normal,normal,0.002494912,0
neptune,neptun,0.68285775,1
portsweep,portsw,0.6823844,1
neptune,neptun,0.6810387,1
neptune,neptun,0.7184623,1
normal,normal,0.00076041435,0
satan,satan,1.3385576,1
normal,normal,0.0069123735,0
teardrop,teardr,3.7173748,1
normal,normal,0.00082976714,0
normal,normal,0.0685437,0
neptune,neptun,0.5802791,1
teardrop,teardr,3.7101998,1
neptune,neptun,0.6013431,1
normal,normal,0.018382896,0
neptune,neptun,0.525131,1
neptune,neptun,0.7420283,1
normal,normal,0.004038226,0
teardrop,teardr,4.1204987,1
normal,normal,0.0028803172,0
normal,normal,0.0044244793,0
pod,pod,0.51100045,1
satan,satan,0.22166222,1
portsweep,portsw,0.7594239,1
normal,normal,0.00113886,0
ipsweep,ipswee,0.23442782,1
neptune,neptun,0.6774461,1
normal,normal,0.0047072936,0
normal,normal,0.002191642,0
normal,normal,0.023403622,0
normal,snmpge,0.11687635,1
normal,normal,0.013947478,0
neptune,neptun,0.63559824,1
satan,satan,1.0402173,1
normal,smurf,0.13989948,1
normal,warezc,0.20188169,1
portsweep,portsw,0.7110941,1
normal,normal,0.0015392402,0
normal,normal,0.022157976,0
normal,normal,0.009544362,0
normal,normal,0.0075725433,0
normal,normal,0.0035291286,0
normal,normal,0.0150578,0
normal,normal,0.007230526,0
normal,normal,0.008509703,0
neptune,neptun,0.6794362,1
normal,ipswee,0.10132971,1
neptune,neptun,0.70023847,1
neptune,neptun,0.724868,1
normal,normal,0.0107400045,0
neptune,neptun,0.58403,1
ipsweep,ipswee,0.24840352,1
neptune,neptun,0.643318,1
smurf,smurf,0.26990274,1
portsweep,portsw,1.9450331,1
normal,normal,0.007390575,0
normal,normal,0.053562235,0
warezclient,warezc,0.13429075,1
satan,satan,0.5225441,1
normal,normal,0.00043577745,0
neptune,neptun,0.72591805,1
satan,satan,0.55273867,1
neptune,neptun,0.58813035,1
normal,normal,0.0030728783,0
neptune,neptun,0.67517453,1
normal,normal,0.002368121,0
normal,loadmo,0.096935354,1
normal,normal,0.0033446383,0
normal,warezc,0.11530062,1
normal,normal,0.007989359,0
normal,normal,0.0015166075,0
neptune,neptun,0.7352772,1
neptune,neptun,0.59767985,1
satan,normal,0.081664585,0
neptune,neptun,0.659462,1
normal,normal,0.0030620417,0
normal,normal,0.034192637,0
normal,normal,0.0016752519,0
normal,normal,0.0007656462,0
normal,normal,0.0023384606,0
smurf,smurf,0.22892876,1
normal,normal,0.003065948,0
neptune,neptun,0.64052445,1
normal,normal,0.002779037,0
normal,normal,0.009211008,0
normal,normal,0.0146511495,0
normal,normal,0.0366548,0
normal,normal,0.0025200576,0
smurf,normal,0.05189171,0
back,normal,0.07212782,0
normal,normal,0.004118425,0
warezclient,normal,0.06802984,0
normal,normal,0.009842899,0
normal,normal,0.00088294985,0
normal,normal,0.0025272982,0
satan,normal,0.04988611,0
smurf,normal,0.03592639,0
normal,normal,0.0013230658,0
neptune,neptun,0.71907187,1
neptune,neptun,0.42560253,1
neptune,neptun,0.6385659,1
neptune,neptun,0.6584569,1
normal,normal,0.007165001,0
smurf,smurf,0.24406363,1
neptune,neptun,0.58438635,1
neptune,neptun,0.38302594,1
normal,normal,0.0074430117,0
nmap,nmap,0.14031267,1
normal,normal,0.008862182,0
normal,normal,0.0380949,0
ipsweep,ipswee,0.93789923,1
normal,normal,0.014816367,0
normal,normal,0.056968093,0
neptune,neptun,0.68747574,1
warezclient,warezc,0.11314724,1
neptune,neptun,0.7057853,1
neptune,neptun,0.58789486,1
normal,normal,0.0030485082,0
normal,normal,0.009859905,0
normal,normal,0.008453373,0
normal,normal,0.0043833805,0
normal,normal,0.004337885,0
normal,normal,0.009751474,0
neptune,neptun,0.63629204,1
normal,normal,0.016978236,0
neptune,neptun,0.30818167,1
normal,normal,0.0030939297,0
normal,normal,0.057779375,0
neptune,neptun,0.5975385,1
normal,normal,0.0026823452,0
ipsweep,ipswee,0.33553115,1
normal,normal,0.02668008,0
normal,normal,0.010366073,0
normal,normal,0.036096256,0
neptune,neptun,0.70796293,1
neptune,neptun,0.65938616,1
normal,normal,0.0008992382,0
satan,satan,1.0799266,1
neptune,neptun,0.7053527,1
normal,normal,0.047509514,0
neptune,neptun,0.5263257,1
normal,normal,0.058761347,0
neptune,neptun,0.6405089,1
normal,normal,0.0016095183,0
neptune,neptun,0.58878297,1
neptune,neptun,0.6101475,1
normal,normal,0.0069338814,0
neptune,neptun,0.5532615,1
normal,normal,0.00188864,0
warezclient,warezc,0.11831,1
neptune,neptun,0.63192695,1
normal,normal,0.028843999,0
normal,normal,0.05440106,0
normal,normal,0.0009948183,0
satan,satan,0.09649002,1
neptune,neptun,0.57889473,1
neptune,neptun,0.37402606,1
normal,normal,0.0024867782,0
normal,normal,0.024363443,0
neptune,neptun,0.68574387,1
pod,pod,0.58540183,1
normal,normal,0.014540856,0
normal,normal,0.005043164,0
satan,satan,0.15256044,1
satan,satan,0.09440639,1
normal,normal,0.00085261837,0
normal,normal,0.0013442341,0
normal,normal,0.0014242452,0
neptune,neptun,0.68236274,1
normal,normal,0.006355185,0
normal,normal,0.0034966387,0
smurf,smurf,0.086469114,1
normal,normal,0.0013442513,0
normal,normal,0.027414614,0
neptune,neptun,0.5873665,1
normal,normal,0.0013134247,0
normal,normal,0.0026757019,0
normal,normal,0.013233233,0
normal,normal,0.009109381,0
normal,normal,0.01570885,0
neptune,neptun,0.655237,1
normal,normal,0.016633369,0
normal,normal,0.0021691357,0
neptune,neptun,0.72993577,1
normal,normal,0.0038399731,0
back,normal,0.025171857,0
normal,normal,0.0054777,0
normal,normal,0.0014666719,0
normal,normal,0.008559344,0
normal,normal,0.0022522502,0
neptune,neptun,0.6753373,1
normal,normal,0.0072301445,0
normal,normal,0.014207054,0
neptune,neptun,0.71454275,1
neptune,neptun,0.56973934,1
normal,warezc,0.09675123,1
back,normal,0.06727895,0
normal,normal,0.0062295855,0
normal,normal,0.0009819298,0
normal,normal,0.05589501,0
normal,normal,0.007092083,0
normal,satan,0.09468637,1
normal,snmpge,0.18376924,1
normal,normal,0.007904503,0
normal,normal,0.0023499832,0
normal,normal,0.0064327335,0
normal,normal,0.0028471805,0
normal,normal,0.003911919,0
normal,normal,0.0065500364,0
neptune,neptun,0.30873498,1
neptune,neptun,0.5945112,1
normal,normal,0.002565131,0
normal,normal,0.003356035,0
normal,normal,0.030135415,0
normal,normal,0.0073056715,0
neptune,neptun,0.7303813,1
pod,pod,0.44490695,1
normal,normal,0.03714948,0
normal,normal,0.0067207427,0
normal,normal,0.0005406203,0
normal,normal,0.0061448333,0
neptune,neptun,0.712605,1
normal,normal,0.0006121311,0
normal,normal,0.005027269,0
normal,normal,0.009663127,0
neptune,neptun,0.6874896,1
normal,normal,0.011537216,0
normal,normal,0.0020783127,0
normal,normal,0.020013858,0
normal,normal,0.003510423,0
neptune,neptun,0.58921576,1
neptune,neptun,0.66310865,1
nmap,nmap,0.14350072,1
normal,normal,0.001822829,0
neptune,neptun,0.66318583,1
neptune,neptun,0.42103198,1
normal,normal,0.012126449,0
smurf,normal,0.05157218,0
normal,normal,0.0054345094,0
neptune,neptun,0.58989596,1
neptune,neptun,0.6457893,1
neptune,neptun,0.70209205,1
ipsweep,ipswee,0.24647371,1
neptune,neptun,0.29885745,1
satan,satan,1.3264065,1
neptune,neptun,0.30618343,1
neptune,neptun,0.67495424,1
normal,normal,0.06447774,0
normal,normal,0.006814943,0
normal,normal,0.0013442697,0
normal,normal,0.02744297,0
neptune,neptun,0.51711965,1
neptune,neptun,0.58448136,1
normal,normal,0.0007320358,0
normal,apache,0.1157213,1
normal,normal,0.04569607,0
normal,normal,0.021155333,0
normal,normal,0.054508973,0
normal,normal,0.048278578,0
normal,normal,0.00083749386,0
normal,normal,0.00043577456,0
portsweep,portsw,0.53965366,1
normal,normal,0.01305189,0
satan,satan,1.3498447,1
normal,normal,0.00047246856,0
neptune,neptun,0.691246,1
neptune,neptun,0.58567923,1
normal,normal,0.0010039125,0
